SN;RA;DECL;Cluster;RAJ2000;DEJ2000;zCMB;z;DELTA_Z
19425;323.508698;-0.740519;304801201;323.41996;-0.64481;0.21005;0.2110;0.0009499954700470103
530112;333.569214;0.920858;655346839;333.59226;0.78680;0.3148;0.3202;0.005399996232986426
